GeneName,FC,P,FDR,Color,Significance
RAB38,-0.150269244,0.67377799,0.838813284,#D3D3D3,0.17148318
SCN1A,0.01831983,0.915325647,0.962428489,#D3D3D3,0.038424369
WDR47,-0.059547704,0.830988202,0.922533089,#D3D3D3,0.080405142
SLC26A6,0.334870191,0.301679388,0.559690416,#D3D3D3,0.520454361
SLC7A10,0.429835997,0.319089333,0.578458817,#D3D3D3,0.496087714
ZNF789,-0.404583215,0.216681053,0.466701913,#D3D3D3,0.664179062
VCAM1,0.668991778,0.030555596,0.142575865,#56B4E9,1.514909234
ST6GALNAC6,0.004595653,0.973282983,0.99083085,#D3D3D3,0.01176087
ZBTB2,0.160944289,0.559567515,0.768792367,#D3D3D3,0.252147506
ZYX,-0.324459378,0.061589175,0.219966933,#D3D3D3,1.210495613
AICDA,1.074054579,0.018831639,0.1039242,#56B4E9,1.725111876
PASD1,-0.368402838,0.127875842,0.343516009,#D3D3D3,0.893211494
TAGAP,1.193104108,0.005595324,0.045078196,#56B4E9,2.252174779
BBS2,-0.462593015,0.169539696,0.405480636,#D3D3D3,0.770728599
RNF7,-0.141426209,0.321545593,0.579847573,#D3D3D3,0.492757438
YPEL3,0.25347362,0.229707928,0.481837936,#D3D3D3,0.638824015
EME2,0.454437445,0.202735498,0.448844407,#D3D3D3,0.693070202
RHOH,1.618696549,6.21E-06,0.000359411,#56B4E9,5.207218875
CCM2,0.475196428,0.052969732,0.199771172,#D3D3D3,1.275972226
CLK3,0.328670088,0.242733179,0.496905745,#D3D3D3,0.614870856
PPP2R3C,0.070249924,0.792779619,0.902316835,#D3D3D3,0.100847523
EIF2AK4,-0.675249087,0.073671149,0.245871988,#D3D3D3,1.132702559
ARHGAP8,-0.612592807,0.036847337,0.159614182,#0072B2,1.433593889
SBNO2,-0.002339237,0.993205045,0.997114098,#D3D3D3,0.002961083
ACADS,-1.130687751,0.000247808,0.004839584,#0072B2,3.605884135
DIS3,0.238462893,0.156804246,0.38682359,#D3D3D3,0.80464218
DIXDC1,-0.278830483,0.395371664,0.645166076,#D3D3D3,0.40299446
GNAS,-0.059498002,0.683844531,0.843927343,#D3D3D3,0.165042622
MTURN,-0.020679122,0.894910435,0.95310082,#D3D3D3,0.048220428
RNASE4,-0.660960775,0.013927892,0.08523627,#0072B2,1.856114619
EIF4B,0.567963744,0.000116678,0.002832321,#56B4E9,3.933011429
IQCF2,-0.107164693,0.725615296,0.867401739,#D3D3D3,0.139293571
PERM1,-0.067521913,0.805102147,0.909012063,#D3D3D3,0.094149015
PRIM2,0.433916526,0.141786669,0.365275469,#D3D3D3,0.8483646
DRC1,-0.097490478,0.68801343,0.84628094,#D3D3D3,0.162403085
AIFM2,-0.118718249,0.628061039,0.813868832,#D3D3D3,0.201998147
FRAT2,-0.49418652,0.027780803,0.133585637,#D3D3D3,1.5562552
INCENP,0.142151189,0.592968865,0.791470441,#D3D3D3,0.226968109
WSB2,-0.427617287,0.079736433,0.259586218,#D3D3D3,1.098343194
CXorf58,-0.07401067,0.795381692,0.904153376,#D3D3D3,0.09942441
PAPOLG,0.062572259,0.812162424,0.913190811,#D3D3D3,0.090357108
FBXO21,-0.088596112,0.708482668,0.857690482,#D3D3D3,0.14967077
CSDC2,-0.7757473,0.00335925,0.031142353,#0072B2,2.473757692
LRFN2,-0.294429454,0.201115499,0.447117876,#D3D3D3,0.696554459
GAGE10,0.26682958,0.026758037,0.130984596,#D3D3D3,1.572545743
RPP30,0.445789237,0.00506395,0.041863995,#D3D3D3,2.295510557
TOMM20,0.332137526,0.004918165,0.041116446,#D3D3D3,2.308196891
CHAT,-0.677104365,0.144280805,0.368943448,#D3D3D3,0.840791445
ZP1,-0.312173319,0.118740821,0.329350972,#D3D3D3,0.925399951
UVRAG,0.678954558,0.005868493,0.046698573,#56B4E9,2.231473428
MPHOSPH9,0.009074945,0.980055096,0.993605776,#D3D3D3,0.008749509
CLPB,-0.092213099,0.78312345,0.897650639,#D3D3D3,0.106169771
SIRPA,-0.400261028,0.066061041,0.229707611,#D3D3D3,1.180054585
GFRA1,0.03857696,0.890869395,0.952045703,#D3D3D3,0.050185961
ADAMTS4,-0.104787275,0.79662237,0.90485311,#D3D3D3,0.098747502
GAK,-0.005395812,0.955107422,0.981762584,#D3D3D3,0.01994778
TSKU,-0.718831127,0.029829277,0.140195937,#0072B2,1.525357278
RARS1,0.153077466,0.457313509,0.695942382,#D3D3D3,0.33978597
CALML6,-0.424675503,0.20111332,0.447117876,#D3D3D3,0.696559164
NSUN4,0.149275598,0.301729389,0.559690416,#D3D3D3,0.520382387
PTGES,-0.036951812,0.76865409,0.890615704,#D3D3D3,0.114269058
SPG7,0.26796665,0.012779831,0.079981908,#D3D3D3,1.893474875
DBN1,-0.414053084,0.131309098,0.348736769,#D3D3D3,0.881705182
DHRSX,-0.106313183,0.673600618,0.838677784,#D3D3D3,0.171597523
INSM2,-0.05554563,0.884186793,0.948447824,#D3D3D3,0.053455976
ZWINT,-0.050626933,0.87753723,0.945136543,#D3D3D3,0.056734449
FPGT,-0.625014855,0.0136765,0.083911081,#0072B2,1.864025016
GLRA4,-0.395451667,0.26843471,0.525260276,#D3D3D3,0.571161329
SLC30A5,0.322594759,0.402533844,0.65170968,#D3D3D3,0.395197599
FBXO31,0.019013187,0.891535111,0.952119138,#D3D3D3,0.049861548
ESRRG,-0.395652627,0.330284702,0.588561892,#D3D3D3,0.481111541
PRSS58,-0.306603557,0.110953317,0.31642752,#D3D3D3,0.954859711
MCF2L,-0.39897614,0.062602089,0.22212539,#D3D3D3,1.203411177
DNMT3A,0.415744099,0.132357831,0.35041767,#D3D3D3,0.878250358
VPS45,0.573618167,0.074103635,0.246826613,#D3D3D3,1.13016049
CCDC110,0.282530199,0.231685803,0.484056093,#D3D3D3,0.635100579
OR8B4,-0.099931607,0.801276407,0.907262944,#D3D3D3,0.096217644
KIAA1522,-0.830900445,0.000339261,0.00598291,#0072B2,3.469466644
CAMK1,-0.485019707,0.08697117,0.275166529,#D3D3D3,1.060624687
MIPEP,0.128372709,0.615002243,0.805568338,#D3D3D3,0.2111233
S100B,-0.754607256,0.018457282,0.102632476,#0072B2,1.733832245
OPRM1,0.190934695,0.397896296,0.647123823,#D3D3D3,0.400230103
ATRN,0.144309603,0.497968117,0.72391562,#D3D3D3,0.302798462
DNAJA4,0.552993657,0.076887985,0.253149073,#D3D3D3,1.114141519
PARP6,0.594018078,0.039953377,0.167547702,#56B4E9,1.398446509
DDX5,0.326786849,0.000472941,0.007605866,#D3D3D3,3.325193023
EID3,0.427263216,0.366029485,0.620811243,#D3D3D3,0.43648393
SPDEF,-0.122704132,0.726902638,0.867834317,#D3D3D3,0.138523755
NHSL1,-0.373897367,0.009408737,0.064435131,#D3D3D3,2.02646866
TESPA1,0.480078561,0.111967266,0.318014206,#D3D3D3,0.950908927
OR52H1,0.05490836,0.796672321,0.90485311,#D3D3D3,0.098720271
CHCHD4,-0.253239607,0.369647866,0.62376682,#D3D3D3,0.432211797
AP4E1,0.042821746,0.828288703,0.921504411,#D3D3D3,0.081818262
CCDC179,-0.849216244,0.128361814,0.344382364,#D3D3D3,0.891564155
ZC3HAV1,0.803821123,3.86E-05,0.001287251,#56B4E9,4.412889322
CBR1,-0.477406058,0.009754394,0.066157166,#D3D3D3,2.010799705
LCOR,0.322877945,0.203043189,0.448844407,#D3D3D3,0.692411573
ZAR1L,-0.062830073,0.798973512,0.906062412,#D3D3D3,0.097467619
C4orf51,-0.405979021,0.153324871,0.381309926,#D3D3D3,0.814387393
ATP2A2,-0.573529581,0.000327977,0.00586167,#0072B2,3.484156679
ESM1,0.279039869,0.202485447,0.448624915,#D3D3D3,0.693606185
MPHOSPH10,-0.036694578,0.83654479,0.925564622,#D3D3D3,0.077510801
ZNF135,-0.577093853,0.058045549,0.211204596,#D3D3D3,1.236231074
MRFAP1L1,0.18429087,0.236119912,0.489694495,#D3D3D3,0.626867387
TEK,-1.164123859,0.060896147,0.218614036,#D3D3D3,1.215410183
ESRP1,-1.285143806,2.54E-05,0.000951521,#0072B2,4.595071985
TMC7,-0.538758532,0.224417963,0.475407285,#D3D3D3,0.648942383
CD34,-0.356416304,0.121938816,0.334552631,#D3D3D3,0.913858025
KCNJ2,-0.762559669,0.008765435,0.061661238,#0072B2,2.057226515
DNPH1,-0.056010297,0.651053791,0.826892282,#D3D3D3,0.186383128
IQCA1,0.213490887,0.561175044,0.769447136,#D3D3D3,0.250901651
MOCS3,-0.410848904,0.125972561,0.340793185,#D3D3D3,0.899724042
UBAC1,-0.02168406,0.930062156,0.96970415,#D3D3D3,0.031488027
HEG1,-0.029826682,0.922976136,0.965758269,#D3D3D3,0.034809528
BMP2,-1.175512622,1.86E-05,0.000780608,#0072B2,4.73004389
YPEL5,-0.228398579,0.149946529,0.375859265,#D3D3D3,0.824063583
DTD2,-0.079422277,0.695313523,0.851035553,#D3D3D3,0.157819324
LENG1,0.084572585,0.458539113,0.697239696,#D3D3D3,0.338623614
DDX28,0.014178647,0.960738266,0.98493204,#D3D3D3,0.017394911
DUSP29,-0.78284728,0.079893413,0.259946638,#D3D3D3,1.097489024
TEX9,0.73805378,0.002530545,0.025600124,#56B4E9,2.596785927
PPP2R5E,0.478702468,0.195271848,0.439518125,#D3D3D3,0.709360365
C9orf85,0.516284211,0.237554825,0.491106748,#D3D3D3,0.624236145
AFG3L2,0.10178024,0.415499244,0.662916937,#D3D3D3,0.381429762
WRN,0.040689265,0.810378901,0.912013085,#D3D3D3,0.091311875
NUP43,0.517185521,0.017688253,0.099871965,#56B4E9,1.752315059
ATP6V0E1,0.285791178,0.063641393,0.224583761,#D3D3D3,1.196260321
KCNT2,-0.349332252,0.512145975,0.734176087,#D3D3D3,0.290606236
MAP3K11,-0.058161568,0.799991691,0.906569525,#D3D3D3,0.096914524
TMEM242,0.035534085,0.895034971,0.953139154,#D3D3D3,0.048159995
FRA10AC1,0.253819492,0.332655215,0.591463347,#D3D3D3,0.478005663
OR5AN1,0.069197909,0.776603941,0.894222839,#D3D3D3,0.10980041
NHLRC2,-0.14175759,0.623354261,0.811275113,#D3D3D3,0.205265067
LTN1,-0.366975497,0.172810536,0.410391542,#D3D3D3,0.762429783
MRC1,-1.853050915,4.00E-06,0.000268262,#0072B2,5.3974207
APOBEC3A_B,0.294370546,0.076027405,0.251346779,#D3D3D3,1.119029835
ARIH2,-0.202317331,0.16800269,0.403464996,#D3D3D3,0.774683764
TCTA,0.406691026,0.066910195,0.231371445,#D3D3D3,1.174507707
IL18,-0.163935523,0.486777045,0.715870188,#D3D3D3,0.31266991
TMPRSS5,-0.267098929,0.269679294,0.526475249,#D3D3D3,0.569152397
THAP8,-0.053105555,0.888380237,0.950674137,#D3D3D3,0.051401111
ZDHHC16,0.102565439,0.500689295,0.726027478,#D3D3D3,0.300431694
MRPS18C,-0.249022701,0.224092755,0.475171277,#D3D3D3,0.649572183
BRSK1,0.055691814,0.81831365,0.916889925,#D3D3D3,0.087080204
TDRD3,0.222000659,0.53015529,0.747030956,#D3D3D3,0.2755969
GPC5,-0.235915811,0.608014061,0.80122906,#D3D3D3,0.216086377
NOL8,0.242840289,0.057131969,0.208960737,#D3D3D3,1.243120812
ABCD4,0.002476287,0.987740832,0.995750284,#D3D3D3,0.005356993
STRIP1,-0.109384392,0.754789146,0.883163244,#D3D3D3,0.122174354
CPVL,-2.188664926,2.47E-05,0.000935635,#0072B2,4.60769124
ADAMTSL1,0.201963492,0.50925201,0.731583139,#D3D3D3,0.293067248
DACH1,-0.583984382,0.062629726,0.222148513,#D3D3D3,1.203219486
NCEH1,-0.404767971,0.141398341,0.364783045,#D3D3D3,0.849555687
TRAF6,0.05254125,0.74469148,0.877857849,#D3D3D3,0.128023615
SDE2,-0.005711187,0.975135179,0.991880403,#D3D3D3,0.010935176
ITGAX,0.140243852,0.562820598,0.770379437,#D3D3D3,0.249630017
RNF41,0.343324645,0.425253875,0.67083759,#D3D3D3,0.37135172
OSBPL11,0.323496457,0.033842165,0.152262639,#D3D3D3,1.470541864
MFSD4B,0.299178687,0.407954447,0.656343743,#D3D3D3,0.389388329
LCE3B,0.733355081,0.221420695,0.471845289,#D3D3D3,0.654781791
CORT,-0.301747737,0.31462212,0.573553019,#D3D3D3,0.502210747
DSC3,-0.565578093,0.010994286,0.072035198,#0072B2,1.958832988
SPTBN4,0.128295113,0.467418194,0.702189699,#D3D3D3,0.330294387
CHD9,-0.136556416,0.473202827,0.706034034,#D3D3D3,0.324952669
KRTAP1-4,-0.187251494,0.382127439,0.633770503,#D3D3D3,0.417791776
NPY,-0.44840915,0.131501156,0.349102503,#D3D3D3,0.88107043
ZNF263,0.041962935,0.88466,0.948661776,#D3D3D3,0.053223609
TLE6,-0.548626686,0.034518149,0.153907112,#0072B2,1.461952502
PDSS1,0.275799045,0.303121035,0.560878079,#D3D3D3,0.518383925
PDC,0.084169234,0.80491723,0.909012063,#D3D3D3,0.094248776
CNN1,-1.522637186,0.000484824,0.00774523,#0072B2,3.314416238
TPBG,-0.254723866,0.335809301,0.593957237,#D3D3D3,0.47390728
ZNF619,0.336245455,0.162711068,0.395890333,#D3D3D3,0.788582905
MLH1,0.123325855,0.563327112,0.770642462,#D3D3D3,0.249239347
CCNJL,-0.214753668,0.444981727,0.686309565,#D3D3D3,0.351657823
DNAJC4,0.019911882,0.885117205,0.948967263,#D3D3D3,0.052999217
MRRF,0.21794762,0.084285965,0.269862396,#D3D3D3,1.074244736
SIPA1L2,-0.065578093,0.867566353,0.940240259,#D3D3D3,0.061697299
CD248,-0.612720659,0.016344137,0.094591958,#0072B2,1.786638001
CACNA1H,-0.898555469,0.001683038,0.018991229,#0072B2,2.773905954
GLT1D1,-0.077942094,0.748385872,0.879801632,#D3D3D3,0.125874419
CCT8,0.501812102,0.021717854,0.114289174,#56B4E9,1.663183098
PKN3,-0.268894645,0.301096426,0.558885371,#D3D3D3,0.521294399
SH3TC1,-0.430820066,0.12794882,0.343657276,#D3D3D3,0.892963716
CDSN,-0.522128695,0.069036065,0.235819586,#D3D3D3,1.160923971
SLC35A3,-0.58943297,0.000108448,0.00269584,#0072B2,3.964779189
DZIP3,0.049078931,0.863973209,0.938348527,#D3D3D3,0.063499724
MIOS,0.137221641,0.599355271,0.795521636,#D3D3D3,0.222315671
MYH1,-0.082775989,0.691059699,0.848103875,#D3D3D3,0.160484433
SAPCD2,0.360965129,0.245667194,0.500095982,#D3D3D3,0.609652835
CDK11A,-0.007148045,0.961778243,0.98569842,#D3D3D3,0.016925052
TCF12,0.16902187,0.386161232,0.637512136,#D3D3D3,0.413231329
ADGRL1,-0.4708143,0.036258362,0.158233671,#D3D3D3,1.440591816
XAGE5,0.195852366,0.425534009,0.670937952,#D3D3D3,0.371065725
STARD4,-0.156729461,0.59947256,0.795545135,#D3D3D3,0.222230691
NPIPB6,0.713258025,1.21E-05,0.000587266,#56B4E9,4.917538679
IQCK,-0.301764436,0.260171825,0.516725893,#D3D3D3,0.584739737
PACS1,0.855813627,8.93E-06,0.00046952,#56B4E9,5.049044366
PVRIG,0.89204026,0.000221063,0.004521599,#56B4E9,3.65548373
LUZP6,0.943987184,0.001314204,0.016027205,#56B4E9,2.881337154
IRS4,0.759305965,0.10276221,0.303436593,#D3D3D3,0.988166565
RAF1,-0.123516516,0.30788795,0.56625311,#D3D3D3,0.511607308
CCDC189,0.090098003,0.697831622,0.852759147,#D3D3D3,0.156249354
CFLAR,0.099075046,0.396272516,0.646354106,#D3D3D3,0.402006048
OR2AT4,-0.37513756,0.007062463,0.05302038,#D3D3D3,2.151043806
STON1,0.613025529,0.173407879,0.411354312,#D3D3D3,0.760931174
KIFAP3,-0.219126382,0.240892926,0.495243886,#D3D3D3,0.618175953
ZNF32,0.060604396,0.858622921,0.935982842,#D3D3D3,0.066197522
VAT1L,-0.087514034,0.684396691,0.844180602,#D3D3D3,0.164692099
TBC1D30,-0.353090391,0.269270501,0.526116976,#D3D3D3,0.569811221
XCL1,-0.140428028,0.703829857,0.85532318,#D3D3D3,0.152532314
MAGEA9B,0.583178276,0.075892365,0.251053323,#D3D3D3,1.119801911
FAM89A,-0.062155651,0.871961361,0.942449264,#D3D3D3,0.05950276
SRD5A2,-0.058809025,0.895845455,0.953139154,#D3D3D3,0.047766906
RAC2,1.082518949,1.87E-06,0.000160633,#56B4E9,5.728610886
UBE2S,0.731273807,0.007229758,0.05386841,#56B4E9,2.14087623
CEPT1,1.144672438,2.59E-05,0.000958442,#56B4E9,4.587125733
MYG1,0.154158386,0.40758754,0.656343743,#D3D3D3,0.3897791
EXOSC5,-0.303800095,0.278188925,0.534861526,#D3D3D3,0.555660164
SOCS1,0.924055,0.000261207,0.005006196,#56B4E9,3.583015431
RUSC1,-0.45060971,0.007317995,0.054357641,#D3D3D3,2.135607889
GYG1,-0.473524305,0.048731872,0.189665954,#D3D3D3,1.312186903
ASB13,0.084853887,0.766880629,0.889784258,#D3D3D3,0.115272232
NAXD,0.481615093,0.167815176,0.403431509,#D3D3D3,0.775168768
TSSK2,0.021445025,0.902503519,0.955903847,#D3D3D3,0.044551096
CRIP1,0.861752497,0.003836576,0.034303267,#56B4E9,2.416056146
RINT1,0.137943595,0.460942427,0.698497958,#D3D3D3,0.336353315
SPATA45,-0.214895068,0.49702258,0.723261835,#D3D3D3,0.30362388
FGFBP1,-0.539499516,0.120672768,0.332349721,#D3D3D3,0.918390724
CD3D,0.426823737,0.124314204,0.338206875,#D3D3D3,0.905479247
RNF113A,-0.034057387,0.677019976,0.840886575,#D3D3D3,0.169398517
DPP10,0.127889983,0.703371275,0.85532318,#D3D3D3,0.152815372
MAGEA8,0.537680698,0.142102339,0.365703592,#D3D3D3,0.847398773
GPR1,0.193759418,0.585191053,0.7859439,#D3D3D3,0.232702323
UCK1,0.185571896,0.693299232,0.849561237,#D3D3D3,0.159079281
TOR2A,-0.545710585,0.035065903,0.155477752,#0072B2,1.455114969
ZBED3,-0.113829196,0.732941057,0.871032899,#D3D3D3,0.13493095
ANKRD33B,0.303710022,0.287591576,0.544064252,#D3D3D3,0.54122384
SLAMF1,0.39769944,0.111079795,0.316427675,#D3D3D3,0.954364932
HSPA4L,-0.23807733,0.338579441,0.596468528,#D3D3D3,0.470339416
CTSZ,-0.846170921,0.004381304,0.037751791,#0072B2,2.358396575
MTRNR2L6,-0.318632311,0.369449544,0.62376682,#D3D3D3,0.432444865
ACOT9,0.082438897,0.643003742,0.822324207,#D3D3D3,0.1917865
PHEX,-0.530119981,0.013245745,0.081933204,#0072B2,1.877923623
CCDC59,0.246751235,0.03830333,0.163203141,#D3D3D3,1.41676347
NCAN,-0.291573875,0.066304197,0.230268069,#D3D3D3,1.178458979
UNK,-0.05023734,0.800012374,0.906569525,#D3D3D3,0.096903296
CYTIP,0.488886051,0.00172019,0.019315181,#D3D3D3,2.764423508
COA1,0.834371158,1.29E-06,0.000122667,#56B4E9,5.890002082
DNAJC30,-0.469210542,0.040419769,0.168705992,#D3D3D3,1.393406168
UNCX,0.118230175,0.662424947,0.832613175,#D3D3D3,0.17886332
MMP3,0.227603962,0.649162111,0.825877755,#D3D3D3,0.187646836
OSGIN2,0.138252907,0.677520282,0.841163161,#D3D3D3,0.1690777
CELF2,0.917509529,0.000313178,0.005651282,#56B4E9,3.504209168
AKAP5,-0.162297958,0.517574279,0.737940245,#D3D3D3,0.286027314
ZSCAN5C,0.103942917,0.809696399,0.911719876,#D3D3D3,0.091677792
SERPINB6,-0.973468963,4.04E-07,5.45E-05,#0072B2,6.393441309
RABEPK,-0.393892593,0.011155768,0.07277875,#D3D3D3,1.952500544
MISP,-1.759177446,8.74E-05,0.002320314,#0072B2,4.058382518
GK,-0.13352476,0.470511993,0.703905996,#D3D3D3,0.327429302
USP26,0.107473466,0.783019177,0.897650639,#D3D3D3,0.106227602
IRAG1,-0.596979918,0.070025387,0.237879711,#D3D3D3,1.154744481
RMDN2,-0.002594043,0.991020255,0.996305388,#D3D3D3,0.003917469
MLC1,-0.487660607,0.063552206,0.224377482,#D3D3D3,1.196869372
MC5R,-0.394770244,0.224144771,0.475171277,#D3D3D3,0.649471388
LYRM9,0.131034228,0.408384818,0.656829633,#D3D3D3,0.388930411
PSMD11,0.196455623,0.009419619,0.064457271,#D3D3D3,2.025966665
RPL41,0.739021048,2.42E-06,0.00019055,#56B4E9,5.61554872
C15orf39,-0.240477186,0.245352159,0.499717859,#D3D3D3,0.610210117
OR10R2,-0.137796705,0.436161279,0.679507951,#D3D3D3,0.360352892
NFAT5,0.028382863,0.859233346,0.936017032,#D3D3D3,0.065888877
SLC22A9,-0.290701147,0.496845275,0.723099145,#D3D3D3,0.303778836
PBK,0.049941095,0.813963122,0.914386087,#D3D3D3,0.089395271
KRTAP5-5,-0.815373512,0.113029417,0.319737796,#D3D3D3,0.946808514
INPP5K,-0.058664424,0.840734647,0.927499387,#D3D3D3,0.075341055
PCYT1B,0.15359002,0.655010256,0.829655861,#D3D3D3,0.1837519
QTRT1,-0.0696623,0.811439169,0.91276752,#D3D3D3,0.090744032
SEC24D,-0.863477836,0.000748372,0.010634965,#0072B2,3.125882251
KIF1A,0.331581495,0.466870241,0.701921215,#D3D3D3,0.330803807
ZSCAN31,-1.13196138,0.088434503,0.277982365,#D3D3D3,1.053378258
GABRA1,-0.269310164,0.311422689,0.570227304,#D3D3D3,0.50664975
EBNA1BP2,0.059290768,0.705994554,0.85633913,#D3D3D3,0.151198649
ATP5PB,-0.094425028,0.449285917,0.689599414,#D3D3D3,0.347477194
TENM3,-0.092900915,0.768596123,0.890611387,#D3D3D3,0.11430181
DHX40,-0.311604702,0.192728259,0.436298465,#D3D3D3,0.715054603
FMO4,0.222099209,0.357721809,0.613330963,#D3D3D3,0.446454582
RIIAD1,-0.290702201,0.503224865,0.727397249,#D3D3D3,0.298237908
LRTM1,0.168930774,0.405267363,0.654062638,#D3D3D3,0.39225837
ZNF783,0.388734796,0.147146233,0.372634001,#D3D3D3,0.832250852
FXYD4,-0.200912322,0.403650432,0.652790322,#D3D3D3,0.393994578
CPT2,-0.50547105,0.008465245,0.06022509,#0072B2,2.072360469
DSG4,-0.434995517,0.073811327,0.2462423,#D3D3D3,1.131876989
C7orf50,0.211009768,0.293580006,0.550572763,#D3D3D3,0.532273525
HEY2,-0.379588538,0.285123607,0.541644868,#D3D3D3,0.544966824
DEPDC4,-0.37322162,0.324635452,0.582436227,#D3D3D3,0.488604054
RASGRF2,-0.223737203,0.449212526,0.689591758,#D3D3D3,0.347548142
HOGA1,0.1935832,0.529818404,0.746806003,#D3D3D3,0.27587296
SPATA9,-0.016389097,0.946182773,0.977861445,#D3D3D3,0.024024964
GGT1,-0.335009414,0.018350022,0.102278337,#D3D3D3,1.736363412
ELL2,-1.284926498,1.73E-06,0.000150487,#0072B2,5.761575118
GOT2,0.323778019,0.103610254,0.304436405,#D3D3D3,0.984597262
SNUPN,0.073694327,0.819179581,0.917528159,#D3D3D3,0.086620882
SPATA6,-0.464406825,0.123279772,0.336406602,#D3D3D3,0.909108179
CRYBA1,0.134177399,0.367185364,0.621651644,#D3D3D3,0.435114639
FAM161B,-0.493550834,0.10874076,0.312439497,#D3D3D3,0.963607637
FANCB,0.090199223,0.755826494,0.883433148,#D3D3D3,0.121577889
UBQLNL,-0.246366865,0.414731354,0.662473403,#D3D3D3,0.38223313
SMIM19,-0.223971544,0.266881682,0.523857905,#D3D3D3,0.573681234
ODF2L,0.051197988,0.808928711,0.911342546,#D3D3D3,0.09208975
GALR2,0.004335807,0.990031036,0.9960032,#D3D3D3,0.004351191
LGALS8,-0.567392813,0.0205526,0.110213855,#0072B2,1.687133229
TTC12,-0.068366293,0.82359555,0.919656617,#D3D3D3,0.084286008
KIF4A,-0.087754363,0.681630559,0.843426692,#D3D3D3,0.166450948
CLASP2,0.714594259,0.228463798,0.48017569,#D3D3D3,0.641182607
TMEM221,0.118111405,0.717085299,0.863412045,#D3D3D3,0.144429181
ERAS,-0.26665324,0.480711366,0.71106805,#D3D3D3,0.318115609
BBS1,0.040461571,0.809060191,0.911391001,#D3D3D3,0.092019168
WFIKKN1,-0.738902796,0.088576858,0.278158072,#D3D3D3,1.052679728
EXOC3L4,0.452084387,0.012526427,0.078923514,#D3D3D3,1.902172792
ZNF311,-0.431753457,0.047167674,0.185695862,#D3D3D3,1.326355535
PPP6R3,0.52336132,0.01444718,0.087396913,#56B4E9,1.840216901
NPHP3,0.159239433,0.604674513,0.799245882,#D3D3D3,0.218478336
CSNK1G2,0.548070109,0.003138235,0.029706962,#56B4E9,2.503314555
PHKG2,-0.090505823,0.67325861,0.838625312,#D3D3D3,0.171818084
FBXO2,-0.095911066,0.730320026,0.869597449,#D3D3D3,0.13648679
C9orf78,0.621101105,0.06235651,0.22188106,#D3D3D3,1.205118197
SUCLG2,-0.011619269,0.941017516,0.97539417,#D3D3D3,0.026402293
FNDC10,0.211795846,0.443354261,0.685028669,#D3D3D3,0.353249113
TRAP1,-0.120190991,0.609566942,0.802138886,#D3D3D3,0.214978593
NXPE2,-0.290847725,0.451086557,0.691209458,#D3D3D3,0.345740116
NLRC5,0.867975846,0.000246208,0.004826931,#56B4E9,3.608698358
ATP11C,0.269416021,0.512623859,0.734611217,#D3D3D3,0.290201184
OR52M1,0.159511248,0.649261573,0.825877755,#D3D3D3,0.1875803
DCP1A,-0.086641306,0.630939775,0.815618032,#D3D3D3,0.200012094
LRG1,0.111005016,0.70504812,0.855483164,#D3D3D3,0.151781241
ZMIZ1,-0.195369896,0.399621586,0.64861539,#D3D3D3,0.398351061
DDX6,0.988605586,7.90E-07,8.72E-05,#56B4E9,6.10227952
DSCAML1,-0.265343817,0.354335094,0.610945111,#D3D3D3,0.450585832
TMTC4,0.324524979,0.156052818,0.385590704,#D3D3D3,0.806728385
CHST2,0.158669044,0.59464918,0.792583415,#D3D3D3,0.225739175
GTPBP8,0.042672365,0.880617144,0.946551106,#D3D3D3,0.055212864
PAWR,0.700749475,0.034309871,0.153628735,#56B4E9,1.46458092
STK40,-0.166401105,0.435881472,0.679462294,#D3D3D3,0.360631591
PSAT1,-0.326222346,0.215832199,0.465681352,#D3D3D3,0.665883764
MTMR6,-0.288557939,0.196545114,0.441499579,#D3D3D3,0.706537749
MRPL14,0.588130595,0.061518648,0.219901441,#D3D3D3,1.210993217
ADNP,0.321918669,0.123404975,0.336572154,#D3D3D3,0.908667331
WDPCP,0.024697358,0.898480685,0.95431015,#D3D3D3,0.046491255
CCDC157,0.297830203,0.189346562,0.432538222,#D3D3D3,0.722742576
ADGRG7,-0.644450996,0.068108537,0.233836073,#D3D3D3,1.166798449
ERN2,-0.88356187,0.007774748,0.057046408,#0072B2,2.109313689
RPN1,-1.26568398,8.80E-06,0.000464717,#0072B2,5.055723334
HSPB11,0.393321848,0.065247355,0.227996836,#D3D3D3,1.185437089
CCDC77,0.264106772,0.623167288,0.811275113,#D3D3D3,0.205395352
FAT4,-0.170744004,0.75497771,0.883178846,#D3D3D3,0.12206587
MARCHF1,1.193547407,0.000499459,0.007904115,#56B4E9,3.301500112
ZNF512,0.36272567,0.017635497,0.099707706,#D3D3D3,1.753612288
ZNF195,0.253555403,0.224095112,0.475171277,#D3D3D3,0.649567616
