GeneName,FC,P,FDR,Color,Significance
AHI1,-0.271917711,0.102504508,0.303019723,#D3D3D3,0.989257033
ALAS1,-0.63149221,0.004720857,0.039902369,#0072B2,2.325979153
FBLIM1,-1.552297674,0.000491217,0.007789065,#0072B2,3.308726735
PPIG,0.127107383,0.40930536,0.65793348,#D3D3D3,0.387952568
RNPC3,0.507430496,0.024766517,0.124937109,#56B4E9,1.606135062
SLC26A11,-0.516168197,0.22254816,0.473644622,#D3D3D3,0.652575991
YKT6,-0.259346483,0.102213012,0.302439976,#D3D3D3,0.990493814
PPARD,0.539586492,0.049613628,0.19161047,#56B4E9,1.304399012
BIRC6,0.428618278,0.000291348,0.005359216,#D3D3D3,3.535588501
TXK,1.041640175,0.02302371,0.118885298,#56B4E9,1.637824688
OSER1,0.11658316,0.720607694,0.864913978,#D3D3D3,0.142301105
ROR1,0.147664065,0.280137641,0.536649216,#D3D3D3,0.552628533
JOSD2,-0.473561209,0.008443916,0.06014952,#D3D3D3,2.073456084
MAMDC4,-0.841879626,0.000946268,0.012577602,#0072B2,3.023985881
FBXL14,0.057615735,0.778617069,0.895442727,#D3D3D3,0.10867608
OSR1,-0.489415718,0.248579591,0.502748331,#D3D3D3,0.604534531
CACNG8,0.164173844,0.732108137,0.870718407,#D3D3D3,0.135424766
NEUROG2,-0.149358529,0.460353845,0.69807777,#D3D3D3,0.336908225
ACTL6B,-0.011648263,0.968578883,0.988780498,#D3D3D3,0.013865004
CABP2,-0.134354494,0.659159816,0.831115177,#D3D3D3,0.181009276
PM20D1,-0.177906011,0.449887207,0.689992334,#D3D3D3,0.346896356
GMPPB,-0.740098107,0.001122724,0.014238068,#0072B2,2.949726945
ACTR1A,-0.304136452,0.152470285,0.380070107,#D3D3D3,0.816814789
IFNAR2,-0.692115723,6.52E-06,0.000370664,#0072B2,5.185636256
RHPN1,0.145936834,0.65089892,0.826820198,#D3D3D3,0.186486449
CYS1,-0.136538643,0.514895136,0.736136921,#D3D3D3,0.288281211
GFRA2,-0.056752071,0.832608922,0.923351295,#D3D3D3,0.079558939
AP1AR,0.419892116,0.120091442,0.331772471,#D3D3D3,0.92048794
DCAF12L2,-0.433261196,0.188452082,0.431642723,#D3D3D3,0.72479906
DHPS,0.724909609,0.001754128,0.019527127,#56B4E9,2.755938767
FAM3B,-0.525740137,0.156016858,0.385558376,#D3D3D3,0.806828473
RAB6B,-0.069795,0.810042508,0.911929782,#D3D3D3,0.09149219
PAK3,-0.182466489,0.28206726,0.53875358,#D3D3D3,0.549647321
NYNRIN,-0.42860823,0.009839364,0.066572715,#D3D3D3,2.007032994
TUFM,-0.059210936,0.784018687,0.898122497,#D3D3D3,0.105673586
GIMAP6,-0.54680106,0.054807753,0.203464727,#D3D3D3,1.261158006
ATN1,-0.090091411,0.636678117,0.819315338,#D3D3D3,0.196080077
FASTK,-0.382435961,0.002257244,0.023512723,#D3D3D3,2.646421536
ADCK1,0.161107359,0.524903954,0.743422793,#D3D3D3,0.279920156
LHCGR,-0.427371708,0.0681357,0.233881687,#D3D3D3,1.166625279
C1D,0.225830207,0.093469382,0.286736979,#D3D3D3,1.029330629
CD68,-1.616845611,1.80E-05,0.000759384,#0072B2,4.745268603
CARS1,-0.483711452,0.020867273,0.111472906,#D3D3D3,1.680534304
LRRC38,0.038845507,0.865564726,0.938874237,#D3D3D3,0.062700451
LRP1,-2.000477078,5.12E-05,0.001593793,#0072B2,4.291073901
RNF123,0.403854832,0.060272032,0.216686182,#D3D3D3,1.219884168
CUL1,0.227544549,0.253965699,0.509139752,#D3D3D3,0.595224935
HBS1L,0.319945096,0.055188847,0.204178139,#D3D3D3,1.258148675
ANTXR2,-0.082713884,0.659516558,0.831189117,#D3D3D3,0.180774297
C5orf22,0.247890999,0.298101587,0.555590417,#D3D3D3,0.525635712
CAV3,0.350839316,0.211072617,0.459733508,#D3D3D3,0.675568105
SNTA1,0.197451332,0.335296755,0.593789167,#D3D3D3,0.47457065
LCMT2,0.515335654,0.052826536,0.199627454,#D3D3D3,1.277147863
PIGY,0.226573096,0.463573755,0.700244213,#D3D3D3,0.33388116
GEMIN7,0.376211248,0.104698639,0.306550257,#D3D3D3,0.980058966
PPM1F,-0.367749722,0.095427611,0.290156406,#D3D3D3,1.020325948
ARL16,-0.008898086,0.962168123,0.985918138,#D3D3D3,0.016749036
MORF4L2,-0.579600418,0.009064379,0.063076402,#0072B2,2.042661941
ADIPOR1,-0.570204131,0.009608772,0.065453564,#0072B2,2.01733213
SGSM3,0.246444125,0.186666803,0.429392521,#D3D3D3,0.72893291
C11orf94,0.364960162,0.188308517,0.431392109,#D3D3D3,0.725130037
BEX1,-0.342292929,0.274625816,0.531170195,#D3D3D3,0.56125864
ALDH3B1,-1.150101708,0.000488212,0.007776194,#0072B2,3.311391302
SURF4,-0.635685727,0.009377527,0.064404579,#0072B2,2.027911688
PARG,0.242832315,0.34349757,0.601299132,#D3D3D3,0.464076331
OFCC1,0.071298766,0.840298295,0.927499387,#D3D3D3,0.075566518
RPS27,1.588532583,2.59E-08,1.20E-05,#56B4E9,7.586716089
C7orf26,0.359276972,0.187966039,0.431017635,#D3D3D3,0.725920611
FAM240C,0.055188868,0.802936118,0.908355842,#D3D3D3,0.095319006
TBC1D7,-0.053587999,0.821797581,0.918473238,#D3D3D3,0.085235142
ACO1,-0.073720388,0.743305402,0.876921433,#D3D3D3,0.128832711
FHIP2A,0.153591385,0.423209261,0.668927027,#D3D3D3,0.373444837
SAMSN1,0.190793826,0.33022417,0.588561892,#D3D3D3,0.481191143
ASCL1,0.194447608,0.505965195,0.729395858,#D3D3D3,0.295879357
LRRC61,-0.022939597,0.843640456,0.928171755,#D3D3D3,0.073842602
OR6V1,-0.243432411,0.469040981,0.703248527,#D3D3D3,0.328789211
DDTL,-0.038234637,0.81378192,0.914304412,#D3D3D3,0.089491963
IFI44L,0.020503631,0.957877886,0.983032995,#D3D3D3,0.018689853
FGB,-0.479757187,0.296663711,0.553951937,#D3D3D3,0.527735575
SLC38A10,-0.452699121,0.005354436,0.043717745,#D3D3D3,2.271286258
OR10K2,-0.62803245,0.242015151,0.496387035,#D3D3D3,0.616157445
RNPEPL1,-0.094398162,0.616260472,0.806714874,#D3D3D3,0.210235688
RRN3,0.300135037,0.026735887,0.130935333,#D3D3D3,1.572905411
DBR1,0.321809862,0.218961502,0.469179643,#D3D3D3,0.659632237
APOBEC3F,1.040133801,0.033185083,0.150471181,#56B4E9,1.479057098
TEPSIN,0.326555285,0.080671589,0.261636502,#D3D3D3,1.093279389
BRME1,0.423315708,0.302013661,0.560012146,#D3D3D3,0.519973413
BMI1,-0.673175435,0.00028247,0.005250868,#0072B2,3.549027414
FAM217A,0.014591861,0.979152775,0.993450714,#D3D3D3,0.009149541
OR5T3,-0.030955056,0.908047097,0.95846338,#D3D3D3,0.041891626
WDR54,0.073749053,0.730552056,0.869665514,#D3D3D3,0.136348833
NXPE1,-0.17844966,0.449897726,0.689992334,#D3D3D3,0.346886202
IL27RA,0.318594948,0.135292284,0.354401018,#D3D3D3,0.868726972
TEDDM1,-0.673884507,0.008608675,0.060911256,#0072B2,2.065063675
EFHD2,-0.43660065,0.065178965,0.227815486,#D3D3D3,1.185892542
RACGAP1,0.348717008,0.033287584,0.150854784,#D3D3D3,1.477717723
MAD2L2,-0.013917486,0.93368881,0.970782924,#D3D3D3,0.029797846
MUC17,0.286493861,0.020701349,0.110762075,#D3D3D3,1.684001352
SYNC,-0.557379379,0.1248742,0.339201795,#D3D3D3,0.903527282
SHANK2,-0.07697312,0.681898918,0.843426692,#D3D3D3,0.166279999
GRAMD1A,-0.084271974,0.644035132,0.822752075,#D3D3D3,0.191090441
ANTXRL,0.035702336,0.855482827,0.935160693,#D3D3D3,0.067788704
FNDC7,-0.516546678,0.356354678,0.612640236,#D3D3D3,0.448117536
GLMN,-0.067850022,0.685988668,0.845082829,#D3D3D3,0.163683059
TMEM256,0.109650483,0.548904956,0.761356606,#D3D3D3,0.260502848
CYP3A4,-0.159324445,0.219821946,0.469866209,#D3D3D3,0.657928952
RBBP4,0.424851573,0.004840445,0.040587491,#D3D3D3,2.315114729
KLC4,-0.389667988,0.073388451,0.245268481,#D3D3D3,1.13437228
SYMPK,0.360679012,0.034282276,0.153545966,#D3D3D3,1.464930359
SOX5,-0.090300058,0.728656428,0.868472581,#D3D3D3,0.137477199
PLA2G12A,-0.134687376,0.468064205,0.702542214,#D3D3D3,0.32969457
IKZF1,1.060416178,0.000342032,0.005998554,#56B4E9,3.465933001
ZNF608,0.065167003,0.767371723,0.890047693,#D3D3D3,0.114994208
RIPOR2,2.182824389,3.97E-05,0.001316573,#56B4E9,4.401394392
WDR13,-0.139493106,0.555918811,0.766221935,#D3D3D3,0.25498863
AZIN2,-0.07565624,0.62991899,0.814848005,#D3D3D3,0.200715299
KIAA1841,-0.146334698,0.574581677,0.778849526,#D3D3D3,0.240648227
RCOR1,-0.172241275,0.442933448,0.684814546,#D3D3D3,0.353661523
GALNT7,0.047035511,0.768213884,0.890545233,#D3D3D3,0.114517848
FN1,-0.695956416,0.02016713,0.108871494,#0072B2,1.69535591
PREX1,0.72014366,0.002322922,0.024048238,#56B4E9,2.633965321
CRY2,0.24557897,0.101256757,0.300826699,#D3D3D3,0.994575984
HRH3,-0.582857907,0.067246897,0.232107148,#D3D3D3,1.17232775
C1orf198,0.011276045,0.976678512,0.992519725,#D3D3D3,0.010248367
SPIN1,0.128477471,0.658104596,0.830963055,#D3D3D3,0.181705076
MAK16,0.734358644,0.006975219,0.052629485,#56B4E9,2.156442123
TMEM273,0.204377912,0.294798853,0.552121333,#D3D3D3,0.53047421
MRPL35,0.429370544,0.030189648,0.141455749,#D3D3D3,1.52014195
CATSPER2,0.251906945,0.466324044,0.701706244,#D3D3D3,0.331312191
SERPINB1,-0.333450304,0.000564506,0.008602341,#D3D3D3,3.248331221
NTRK3,-0.274598115,0.412086776,0.660185899,#D3D3D3,0.385011322
UGT2B11,0.248892874,0.19267596,0.436238666,#D3D3D3,0.715172468
MRPS15,-0.096149261,0.41991352,0.666844669,#D3D3D3,0.376840142
EMID1,-0.544341851,0.081830427,0.264426943,#D3D3D3,1.087085181
EAF1,-0.116302085,0.724869432,0.867003719,#D3D3D3,0.139740214
FCMR,2.733230663,1.47E-06,0.000135357,#56B4E9,5.832770632
TMEM192,-0.145191981,0.657784657,0.830963055,#D3D3D3,0.181916261
HSPB7,0.309203757,0.268975408,0.525784218,#D3D3D3,0.570287425
VIT,-0.492075332,0.166878789,0.402008226,#D3D3D3,0.777598861
TNIP2,0.432976463,0.027153901,0.1322022,#D3D3D3,1.566167777
UPF3A,0.457325125,0.181966612,0.423775774,#D3D3D3,0.740008291
SNX18,-0.270043591,0.30287433,0.560703423,#D3D3D3,0.518737533
MYLK4,-0.037975038,0.931517451,0.970127855,#D3D3D3,0.030809005
LSM6,0.399810876,0.040840401,0.169728541,#D3D3D3,1.388910001
RNF20,0.926706298,0.132442954,0.350448567,#D3D3D3,0.87797114
PIK3R1,-0.416723202,0.164689284,0.398692863,#D3D3D3,0.783334658
IKBIP,-0.104319108,0.738484527,0.874353229,#D3D3D3,0.1316586
GPRASP2,-0.302488721,0.259395934,0.51583354,#D3D3D3,0.586036836
TNNT1,-0.45623716,0.106639364,0.309611315,#D3D3D3,0.972082454
CXCL12,-0.355249381,0.099729783,0.298233812,#D3D3D3,1.001175126
SPATS2L,-0.933633424,0.004112352,0.035948953,#0072B2,2.385909717
GK2,-0.414559612,0.098842238,0.296549494,#D3D3D3,1.005057431
CHRNA9,-0.105292677,0.588549117,0.788085239,#D3D3D3,0.230217288
ENO3,0.037514365,0.892580796,0.952340604,#D3D3D3,0.049352461
F2RL2,-0.253652821,0.388190771,0.638775245,#D3D3D3,0.410954794
RPS2,1.042753413,5.69E-07,6.72E-05,#56B4E9,6.244756694
ARMC1,0.265443211,0.354963985,0.611455115,#D3D3D3,0.449815708
RASGRP4,-0.548344029,0.035897822,0.157434788,#0072B2,1.444931901
HDLBP,-1.521116951,2.27E-08,1.18E-05,#0072B2,7.644680279
TRIM49D2,-0.091295052,0.609448012,0.802138886,#D3D3D3,0.215063335
BRINP2,0.248399876,0.460558933,0.698233359,#D3D3D3,0.33671479
ITM2B,-0.817808179,0.001579617,0.018147829,#0072B2,2.801448189
RNF216,0.693253276,0.000130633,0.003071172,#56B4E9,3.883947307
SYTL5,-0.282617163,0.202863292,0.448844407,#D3D3D3,0.69279653
LIN9,-0.378707391,0.111000392,0.316427675,#D3D3D3,0.954675488
MRPL55,-0.296866533,0.136417185,0.35640602,#D3D3D3,0.865130916
TMEM236,-1.124802689,0.058425801,0.212001244,#D3D3D3,1.233395327
FOLR1,-0.319236877,0.400959908,0.650098922,#D3D3D3,0.39689905
ODF3,-0.207199443,0.269196999,0.52609534,#D3D3D3,0.569929787
CGN,-2.050569587,4.29E-06,0.000277225,#0072B2,5.367230799
DENND1A,-0.105096209,0.491980948,0.719519513,#D3D3D3,0.308051715
CD40LG,0.286235924,0.212112042,0.460806439,#D3D3D3,0.673434676
SENP3,-0.098658695,0.562336283,0.770145504,#D3D3D3,0.250003894
SSNA1,-0.028648429,0.851786913,0.932832064,#D3D3D3,0.069669037
HNRNPA0,0.517045007,0.012394018,0.07826481,#56B4E9,1.906787879
SP5,0.0352365,0.821574222,0.91829595,#D3D3D3,0.085353196
P3H1,-0.179681741,0.351253654,0.608187274,#D3D3D3,0.45437915
TUBB3,0.130418481,0.359485819,0.614929368,#D3D3D3,0.444318237
MAP3K19,0.126506565,0.476573391,0.708179151,#D3D3D3,0.32187021
ALDOC,0.288956325,0.1352327,0.354355088,#D3D3D3,0.86891828
ADD2,0.470941455,0.293323215,0.550458688,#D3D3D3,0.532653563
CYLC1,-0.579414249,0.27601006,0.532982763,#D3D3D3,0.559075088
TEX47,-0.054896794,0.845197547,0.928796991,#D3D3D3,0.073041772
MRPL15,0.194447608,0.387543133,0.638480152,#D3D3D3,0.411679954
OLFML1,-0.245234116,0.213777339,0.463204392,#D3D3D3,0.670038333
QRICH1,0.463218102,0.005290581,0.04336938,#D3D3D3,2.276496662
CLN6,-0.429087611,0.064692964,0.226747777,#D3D3D3,1.189142953
TRIM65,0.020121353,0.902238462,0.955868865,#D3D3D3,0.044678663
AIRE,0.505238883,0.017190008,0.097944693,#56B4E9,1.764723912
CPXM1,-0.728669372,0.009705719,0.065880062,#0072B2,2.012972274
ZNF786,-0.015613036,0.899292599,0.954731095,#D3D3D3,0.046098981
ZMAT1,0.999808144,4.44E-05,0.001417779,#56B4E9,4.352460459
OR12D2,0.36850779,0.000634269,0.00936895,#D3D3D3,3.197726409
MRPL57,0.060883078,0.755573938,0.883305495,#D3D3D3,0.121723031
RFESD,-0.222617807,0.433626512,0.677513788,#D3D3D3,0.362884173
RBM38,0.784692714,0.010630847,0.070457058,#56B4E9,1.973432126
WDFY4,1.312200704,0.000130653,0.003071172,#56B4E9,3.883879737
CFAP77,-0.737757501,0.029611734,0.139446449,#0072B2,1.528536155
SUCO,-0.007571918,0.957034041,0.982928198,#D3D3D3,0.019072614
IGSF6,-0.589571003,0.000768318,0.010845252,#0072B2,3.114459032
EXO5,0.188091753,0.502533017,0.727118068,#D3D3D3,0.2988354
TMC8,2.056033718,8.34E-07,8.90E-05,#56B4E9,6.078627576
OR14C36,-0.242161216,0.349504215,0.607320046,#D3D3D3,0.456547582
OR2T34,0.098664183,0.674936468,0.839351317,#D3D3D3,0.170737106
FAM114A2,0.486924263,0.280698014,0.537175304,#D3D3D3,0.55176066
MADCAM1,0.35648405,0.325889859,0.584002944,#D3D3D3,0.486929153
MAP3K15,0.50058282,0.025377346,0.126916851,#56B4E9,1.595553801
IL20RA,-0.30088333,0.472635121,0.705499277,#D3D3D3,0.325474009
TMEM59,-1.182966617,2.01E-06,0.00017051,#0072B2,5.696099741
AMN,-0.454670711,0.174266472,0.412396394,#D3D3D3,0.758786161
SREBF1,-0.121693335,0.590173986,0.789302973,#D3D3D3,0.229019938
TMBIM6,-0.117594203,0.319524755,0.578874581,#D3D3D3,0.495495489
GSTM4,-0.265509833,0.27718543,0.534252231,#D3D3D3,0.557229602
CCDC25,0.110607058,0.689931011,0.847528955,#D3D3D3,0.161194334
OR2H2,-0.089122015,0.526897179,0.744620242,#D3D3D3,0.278274127
RUVBL2,0.01739371,0.889954808,0.951424802,#D3D3D3,0.050632046
TFEC,0.032599384,0.886804513,0.949930295,#D3D3D3,0.052172105
GALNT2,-1.242995117,1.43E-05,0.000660014,#0072B2,4.843668457
TARS1,-0.251741329,0.073636508,0.245805052,#D3D3D3,1.132906814
TSEN34,-0.1900248,0.305869225,0.563756768,#D3D3D3,0.514464218
AGRN,-0.264878699,0.308559761,0.567179214,#D3D3D3,0.51066071
FKBP11,-2.132832067,2.02E-08,1.10E-05,#0072B2,7.694841212
UTF1,0.352679077,0.006071974,0.047933045,#D3D3D3,2.216670091
TST,-1.151337644,1.98E-05,0.000807511,#0072B2,4.70255417
PEF1,-0.00304689,0.983549405,0.994189966,#D3D3D3,0.00720382
TPR,0.423102265,0.17703854,0.416907581,#D3D3D3,0.75193218
FASTKD5,0.551656734,0.112466034,0.319054457,#D3D3D3,0.948978621
LOXL3,-0.767763861,0.002775916,0.02734383,#0072B2,2.556593636
OR6K3,-0.293020645,0.10527172,0.307079334,#D3D3D3,0.977688281
SNX19,0.264610615,0.271118009,0.527890819,#D3D3D3,0.566841633
ZNF728,0.108545965,0.776197544,0.894020208,#D3D3D3,0.110027736
TOMM40,0.418821581,0.03492756,0.154994496,#D3D3D3,1.456831752
MFSD14B,-0.190374611,0.321402271,0.579838054,#D3D3D3,0.492951059
CLDN18,-0.508986877,0.164191663,0.397936943,#D3D3D3,0.784648899
FITM1,-0.370277235,0.104748008,0.306550257,#D3D3D3,0.979854227
DSEL,-0.539204221,0.051542125,0.19653642,#D3D3D3,1.287837678
TSNARE1,0.512673011,0.020750164,0.110934843,#56B4E9,1.682978472
ABI3BP,1.654243438,0.009390086,0.0644276,#56B4E9,2.027330422
SYT2,0.146790049,0.49919985,0.724865535,#D3D3D3,0.301725554
KRTAP6-2,-0.278721322,0.413887209,0.661952459,#D3D3D3,0.383117995
AKIP1,-0.481061751,0.100541811,0.299598953,#D3D3D3,0.997653298
PLSCR4,-0.758095426,0.073935496,0.246510157,#D3D3D3,1.131147012
CNPY4,0.344010469,0.031529008,0.145323793,#D3D3D3,1.501289688
DKKL1,-0.260770954,0.251563813,0.506301602,#D3D3D3,0.599351831
C2CD6,-0.146812625,0.654889188,0.829575526,#D3D3D3,0.18383218
CDC25C,0.42747632,0.147975415,0.373371177,#D3D3D3,0.829810432
CARD11,1.358686397,6.35E-07,7.28E-05,#56B4E9,6.197470899
H2BC7,0.554653171,0.207179832,0.454485083,#D3D3D3,0.683652523
TSEN2,0.446619489,0.037797063,0.161929768,#D3D3D3,1.42254194
HK1,0.122002419,0.450533531,0.690497146,#D3D3D3,0.346272881
TERF2,0.978206845,0.005834859,0.046496791,#56B4E9,2.233969639
SFTPA2,0.0448836,0.857977336,0.935642188,#D3D3D3,0.066524184
OAF,-1.280685761,2.98E-05,0.001063075,#0072B2,4.525967023
SCP2D1,-0.18924143,0.600595123,0.796430169,#D3D3D3,0.221418199
CHRAC1,0.126489879,0.580739391,0.782980997,#D3D3D3,0.236018715
C11orf1,0.29978972,0.219812986,0.469866209,#D3D3D3,0.657946654
AGBL2,-0.256837625,0.316542025,0.575512328,#D3D3D3,0.499568624
FERD3L,0.088763901,0.757726311,0.884609747,#D3D3D3,0.120487632
RGPD2,0.290090086,0.049917248,0.192386303,#D3D3D3,1.301749362
ENPP2,0.29621739,0.310402769,0.569201205,#D3D3D3,0.508074413
OR5K3,-0.147129214,0.582384975,0.783673961,#D3D3D3,0.234789838
ZNF347,0.149416362,0.664198647,0.833449639,#D3D3D3,0.177702014
SORBS2,-0.683193962,0.029272196,0.138349298,#0072B2,1.53354469
MED13,0.257101401,0.12500563,0.339407515,#D3D3D3,0.903070427
GIP,-0.101604927,0.71612532,0.862728817,#D3D3D3,0.145010971
CDC6,0.252781625,0.084076308,0.269395836,#D3D3D3,1.075326366
KCNC4,0.023258835,0.904200411,0.956407288,#D3D3D3,0.0437353
OR6S1,-0.131481148,0.245669095,0.500095982,#D3D3D3,0.609649474
TCEAL7,0.240088097,0.487726967,0.7163602,#D3D3D3,0.311823231
DCUN1D3,-0.538426585,0.192187194,0.435658771,#D3D3D3,0.716275555
HOXD1,0.017336226,0.941386866,0.975474028,#D3D3D3,0.026231865
RDH10,-0.212808531,0.375727965,0.628912417,#D3D3D3,0.425126479
ACE,-1.445228903,0.000245121,0.004817598,#0072B2,3.610619927
CACHD1,-0.355043114,0.290118796,0.546733963,#D3D3D3,0.537424133
EFR3A,0.24567424,0.13288141,0.351031862,#D3D3D3,0.876535773
ATP6V0C,-0.432455212,0.006303299,0.049166478,#D3D3D3,2.200432097
TSPAN32,-0.255155547,0.170215229,0.406532602,#D3D3D3,0.769001586
SDC3,-0.953506218,0.001767871,0.019628257,#0072B2,2.752549479
TLNRD1,0.252771353,0.189028923,0.432410147,#D3D3D3,0.723471739
FBXO33,0.294439649,0.268765974,0.52555769,#D3D3D3,0.570625714
ACOD1,-0.230819709,0.446600673,0.687397968,#D3D3D3,0.350080627
CEP97,0.497622806,0.084539257,0.270211386,#D3D3D3,1.072941574
CLCN1,-0.471984235,0.26037415,0.51703493,#D3D3D3,0.584402135
KPNA5,0.487646457,0.012844024,0.080234685,#D3D3D3,1.891298895
PHB,0.274330013,0.114282509,0.321802756,#D3D3D3,0.942020235
DPPA5,0.179811757,0.339574054,0.597284608,#D3D3D3,0.4690655
PSKH1,0.246644909,0.668641388,0.83618624,#D3D3D3,0.174806745
LHX4,-0.618491792,0.053994272,0.201977161,#D3D3D3,1.267652308
DTNB,0.109147125,0.661407854,0.832203656,#D3D3D3,0.179530652
ZNF239,0.480915208,0.295383002,0.552607297,#D3D3D3,0.5296145
NAXE,-0.365980739,0.054489316,0.203085212,#D3D3D3,1.263688644
GJA8,-0.362134851,0.152500217,0.380070107,#D3D3D3,0.816729539
SSC4D,-0.44930731,0.01507565,0.089627803,#D3D3D3,1.821723952
SLC35F4,-0.007056529,0.980893989,0.993605776,#D3D3D3,0.008377927
SASH3,1.004906197,0.005479038,0.044405056,#56B4E9,2.261295684
RAB1B,-0.136416277,0.29469336,0.552046448,#D3D3D3,0.530629649
KCNJ8,0.253786757,0.491326366,0.719211053,#D3D3D3,0.30862993
FAM50B,0.113662333,0.72879085,0.86848024,#D3D3D3,0.137397089
SLC25A16,-0.27101816,0.268239111,0.525183095,#D3D3D3,0.5714779
ENAH,0.006011418,0.972675956,0.990602487,#D3D3D3,0.01203182
ACMSD,-0.306764338,0.311126569,0.569908401,#D3D3D3,0.5070629
VHLL,0.121722836,0.276678987,0.533846325,#D3D3D3,0.558023823
UFD1,0.002273802,0.990088813,0.9960032,#D3D3D3,0.004325847
FSCN1,0.592963301,0.20267893,0.448844407,#D3D3D3,0.693191396
FANK1,-0.088585079,0.712903322,0.860631229,#D3D3D3,0.146969362
PVALEF,0.371337662,0.148798655,0.374362224,#D3D3D3,0.827400993
CFAP300,-0.524585848,0.079326789,0.258544868,#D3D3D3,1.100580122
TCEAL3,-0.098940062,0.728380991,0.868369047,#D3D3D3,0.137641397
ITGB3BP,0.362379965,0.232064012,0.484353872,#D3D3D3,0.634392204
BCAN,-0.520839165,0.066543204,0.230587391,#D3D3D3,1.176896294
CD8A,-0.690071998,0.102969315,0.303452286,#D3D3D3,0.987292176
CDCA5,-0.205006538,0.578735278,0.781669712,#D3D3D3,0.237520043
ARVCF,-0.433440101,0.136592684,0.356698651,#D3D3D3,0.864572562
EVC2,-0.119749593,0.602958678,0.797998863,#D3D3D3,0.21971245
CDRT15L2,0.500617447,0.114940592,0.322924661,#D3D3D3,0.939526569
STAG1,0.462846773,0.054162023,0.202360173,#D3D3D3,1.26630512
CD1C,1.735627813,0.000231901,0.004675182,#56B4E9,3.634698205
SIVA1,0.522105875,0.078037379,0.255684678,#D3D3D3,1.107697326
FAM229A,-0.084326172,0.709695922,0.858688036,#D3D3D3,0.14892769
DYNC1I2,-0.105989689,0.366934955,0.621513052,#D3D3D3,0.435410914
TMEM35A,0.079152633,0.790759568,0.900984313,#D3D3D3,0.101955544
C5orf47,-0.273956061,0.296301719,0.553759065,#D3D3D3,0.528265828
SYNM,0.12461417,0.663913787,0.833365828,#D3D3D3,0.177888313
ZNF283,-0.226487175,0.514636473,0.735993476,#D3D3D3,0.288499438
RPH3A,-0.065727813,0.830066944,0.92210295,#D3D3D3,0.080886881
ITSN1,-0.560021245,0.012733528,0.079780996,#0072B2,1.895051256
KHDC3L,-0.105317119,0.680908605,0.843272482,#D3D3D3,0.166911177
URAD,0.052843938,0.865194853,0.938845118,#D3D3D3,0.062886073
BAG1,-0.186434787,0.603901669,0.798736323,#D3D3D3,0.21903377
PAQR4,0.085973945,0.604278741,0.798973398,#D3D3D3,0.218762684
NUCB1,-0.890657101,8.35E-05,0.002258519,#0072B2,4.078391134
OR2V1,0.196703876,0.374400962,0.627711354,#D3D3D3,0.426663044
CEBPD,-2.174929511,5.36E-05,0.001638916,#0072B2,4.270994785
E2F8,-0.155198947,0.703634508,0.85532318,#D3D3D3,0.15265287
HS3ST1,-0.316106648,0.246903033,0.501301497,#D3D3D3,0.607473574
DNAAF10,0.1541974,0.710123378,0.85909366,#D3D3D3,0.14866619
HS3ST3A1,0.408212142,0.051016689,0.19510671,#D3D3D3,1.292287733
CHRM2,-0.229803631,0.487172197,0.715974905,#D3D3D3,0.312317505
CYP4V2,-0.326479711,0.244708556,0.499097127,#D3D3D3,0.611350846
ZC3H12C,0.05335421,0.875073625,0.943903416,#D3D3D3,0.057955406
CEP76,0.168000743,0.399163005,0.648296854,#D3D3D3,0.398849717
DUSP22,0.572125432,0.0424359,0.17368659,#56B4E9,1.372266583
CYP3A5,-0.676745266,0.012243703,0.077664796,#0072B2,1.912087228
ITGB5,-0.775636774,0.097665306,0.294597013,#D3D3D3,1.010259686
COPZ1,-0.296346649,0.135270581,0.354399249,#D3D3D3,0.868796646
PPP1R37,-0.337244739,0.089715,0.280321951,#D3D3D3,1.047134941
FBN2,-0.650364376,0.082951561,0.266959254,#D3D3D3,1.081175435
DIRAS2,0.071437053,0.783208689,0.897667409,#D3D3D3,0.106122503
TPSG1,0.102674452,0.63735056,0.819403659,#D3D3D3,0.195621628
ZSCAN18,0.283443002,0.473844644,0.706306128,#D3D3D3,0.324364024
CNNM2,-0.568160643,0.032872539,0.149577152,#0072B2,1.483166752
RNF115,0.156905511,0.558285464,0.768360543,#D3D3D3,0.253143679
EXOSC9,0.425098144,0.01516187,0.089851671,#D3D3D3,1.819247238
PNRC2,0.219662884,0.114451401,0.322084475,#D3D3D3,0.941378885
ZBTB1,0.524294804,0.022134975,0.115499339,#56B4E9,1.654920969
RBM39,0.302115965,0.003001959,0.02892797,#D3D3D3,2.522595218
